lastfm_listeners,lastfm_playcount,lastfm_tag_1,primary_artist_name
47,399,,Descendants 2 Cast
"973,909","45,027,094",punk,Descendents
,,,Desert Daze
94,"1,081",,Desert Highway
"844,106","8,944,575",Hip-Hop,Desiigner
"11,061","56,166",AOR,Desmond Child
"207,966","1,400,720",reggae,Desmond Dekker
"28,345","231,461",heavy metal,Desperado
"573,096","4,153,001",soul,Des'ree
"144,832","3,847,619",Hip-Hop,Dessa
"3,282,702","56,431,789",RnB,Destiny's Child
"706,191","23,479,510",Garage Rock,Destroy Boys
"30,463","141,347",soul,Detroit Emeralds
,,,Detroit Gospel Legends
"774,268","9,118,232",Electronic,Dev
"262,833","4,445,309",RnB,Dev Lemons
"160,411","1,345,811",Electronic,Devault
"118,727","2,268,005",industrial metal,Device
"107,432","613,444",Country,Devin Dawson
"1,315,243","27,864,420",new wave,Devo
"54,374","995,052",indie,Devon Gabriella
636,"2,030",House,Devone
"625,004","12,921,603",folk,Devotchka
,,,Devotion - An Earth Wind
"19,629","227,654",hardcore,Devour
"104,419","1,603,099",emo,Dexter
"1,304,990","11,575,298",new wave,Dexys Midnight Runners
"323,626","2,353,119",,Dexy's Midnight Runners
"84,173","1,497,210",Pop,Dia Frampton
425,"3,544",hard rock,Diamond Reo
"302,638","2,653,266",Country,Diamond Rio
"59,493","254,461",Electronic,Diamond Thug
"37,446","302,805",American Idol,Diana DeGarmo
"207,479","1,146,706",reggae,Diana King
"1,335,871","27,047,158",jazz,Diana Krall
"1,685,591","18,841,155",soul,Diana Ross
329,"1,123",,"Diana Ross, Marvin Gaye, Smokey Robinson"
94,191,,Diana Williams
"6,148","54,720",Disney,Diane Guerrero
87,620,,Diane Kolby
"1,032","3,410",oldies,Diane Maxwell
"3,848","14,396",All,Diane Ray
"11,092","70,395",Pop,Diane Renay
"99,345","714,313",indie,Dianna Lopez
"261,674","1,971,620",jazz,Dianne Reeves
"5,158","20,529",Pop,Dici
743,"2,400",,Dick
"508,804","4,348,338",surf rock,Dick Dale
851,"3,333",Singer/Songwriter,Dick Feller
"3,788","13,549",Pop,Dick Flood
4,5,,Dick Hyman
"3,064","33,209",singer-songwriter,Dick Lee
174,541,All,Dick Roman
"116,338","566,105",musical,Dick Van Dyke
"16,662","77,811",rockabilly,Dickey Lee
"12,608","53,824",comedy,Dickie Goodman
,,,Dickies Arena Suites
654,"2,660",,Dicky Doo
"11,785","72,117",Pop,Diddy
"635,970","3,948,516",Hip-Hop,Diddy - Dirty Money
1,1,,"Diddy, French Montana"
"2,840,750","59,023,231",Pop,Dido
120,"1,511",,Die Beatles
"66,938","802,380",riot grrrl,Die Spitz
"47,000","624,547",,Diego Mitre
"887,486","12,809,903",Country,Dierks Bentley
"112,412","904,298",dubstep,Diesel
"706,654","10,941,718",Hip-Hop,Digable Planets
21,143,,Diggin Dirt
8,42,,Diggy
"340,285","2,141,333",Hip-Hop,Digital Underground
"739,185","27,457,954",Neo-Soul,Dijon
449,"1,803",,Dilated Peoples
"2,886","32,889",rock,Dillon Fence
"761,085","9,138,149",moombahton,Dillon Francis
"114,760","682,187",soul,Dina Carroll
"1,143,661","10,078,730",nu jazz,Dinah Washington
"120,171","2,184,188",House,Dino
"7,638","35,603",psychedelic,"Dino, Desi"
"190,075","2,857,524",alternative,Dinosaur Pile-Up
"773,501","8,462,605",oldies,Dion
2,4,,Dion (Di Muci)
107,427,,Dion Di Muci
"2,896","11,515",Pop,Dionne
"69,857","324,154",soul,Dionne Farris
"952,505","8,905,076",soul,Dionne Warwick
692,"3,381",,Dionne Warwicke
"2,006,933","34,191,071",Electronic,Diplo
2,6,,Diplo Presents Thomas Wesley
2,5,,"Diplo, French Montana"
"1,347","8,630",,"Diplo, Jessie Murph"
"3,411,204","109,852,336",classic rock,Dire Straits
,,,Direct from Sweden: The Music of ABBA
"35,339","327,765",dubstep,Dirt Monkey
"54,301","663,469",folk,Dirtwire
238,"2,439",bluegrass,Dirty Blanket
,,,Dirty Dancing in Concert
"429,506","6,501,186",,Dirty Heads
"249,143","5,713,524",post-rock,Dirty Three
"428,469","3,581,908",Electronic,Dirty Vegas
,,,Dis `N' Dat
,,,Disciple of the Garden - The Legacy of Chris Cornell
"2,365,586","71,700,300",Electronic,Disclosure
"38,901","442,736",finnish,Disco
,,,Disco Dick
,,,Disco Fever Experience
"664,714","8,021,513",dance,Disco Lines
,,,Disco Lines &Tinashe
,,,Disco Queen Live
57,137,,Disco Tex
"515,864","5,606,122",alternative rock,Dishwalla
"57,656","373,513",Pop,Disney's Friends For Change
"1,488","15,339",hardcore,Disobey
"94,340","1,857,189",deathcore,Distant
"3,478,201","171,053,576",Nu Metal,Disturbed
"184,518","2,262,037",Disco,Divine
"1,672","27,665",melodic rock,Diving For Pearls
"344,978","2,535,560",new wave,Divinyls
"45,756","668,799",noise rock,Divorce
"784,028","14,663,840",Country,Dixie Chicks
11,12,,DizzyFish
307,"1,274",trip hop,DJ BMF
,,,DJ Chose
"12,990","64,822",eurodance,DJ Company
,,,DJ Diesel aka SHAQ
2,25,,DJ Drama
2,4,,DJ ESCO
22,109,,DJ Felli Fel
"907,750","11,898,749",Drum and bass,DJ Fresh
19,39,,DJ GallixC
"39,001","204,172",,DJ Gotta
"134,181","1,179,551",hardstyle,DJ Isaac
"118,735","1,307,496",,DJ Japa NK
"2,778,564","58,572,762",Hip-Hop,DJ Khaled
31,50,,"DJ Khaled, Lil Baby, Future"
4,5,,DJ Khamel
"134,207","600,454",Rap,DJ Kool
9,148,,DJ Laz
"54,147","321,730",,DJ Luke Nasty
"27,347","121,516",dance,DJ Miko
"37,226","202,252",House,DJ Pauly D
"1,165","2,954",,Dj Pegamento
"359,686","4,597,304",G-funk,DJ Quik
"2,336","14,710",,DJ Raphi
"9,279","104,382",,DJ Sammy
"2,432,784","44,818,979",tRap,DJ Snake
707,"3,837",,"DJ Snake, J. Balvin"
"71,810","337,387",House,DJ Sneak
1,17,,DJ Soul Sister
"26,449","97,119",tRap music,DJ Suede The Remix God
,,,DJ Swiftie
5,81,,DJ Taz
"48,810","304,882",,DJ Tec
,,,DJ Vilas Park Sniper
"105,294","818,692",Electronic,DJ_Dave
"1,982,817","70,160,092",psychedelic Pop,Djo
"121,949","1,382,046",techno,DJSM
"16,802","51,884",,DLOW
"1,077,489","12,810,217",Classical,Dmitri Shostakovich
585,"2,608",House,D-Mob Introducing Cathy Dennis
751,"2,132",,D-Mob With Cathy Dennis
"2,284,848","33,057,836",Rap,DMX
"480,459","3,389,956",no wave,DNA
"1,471,979","18,658,231",Pop,DNCE
"182,757","1,897,173",Drum and bass,DNMO
8,18,,Do Or Die
2,9,,Do Or Die (Featuring Twista)
"250,449","1,392,665",soul,Dobie Gray
,,,Doble R Entertainment
289,"1,788",,Doc Box
"233,601","2,878,652",bluegrass,Doc Watson
"12,493","57,426",new wave,Doctor
426,"4,021",hip hop,Doctor Dre
"709,066","24,524,594",indie,dodie
"25,918","111,718",50s,Dodie Stevens
"1,869,476","85,333,311",Rap,Doechii
6,25,,Dog N Butterfly
"81,324","986,758",Pop,Dogpark
"82,193","369,394",alternative,dog's eye view
"5,451","94,351",psychedelic,Dogs In A Pile
"10,012","43,317",,Dogwood Tales
"3,439,841","433,024,222",Pop,Doja Cat
"426,164","7,517,728",hard rock,Dokken
219,826,,Dolla
"41,181","290,697",80s,Dollar
"2,204,734","35,216,773",Country,Dolly Parton
4,8,,Dolly Parton (Duet With Kenny Rogers)
"198,316","1,201,530",italian,Domenico Modugno
"5,592","17,210",,Domingo Quinones
"2,190,207","132,691,389",indie,Dominic Fike
"43,817","456,537",jazz,Dominique Fils-Aimé
"123,963","1,278,174",eurobeat,Domino
"18,227","68,147",doo wop,Don
"241,204","11,981,525",post-hardcore,Don Broco
"4,220","17,001",,Don Brown
29,113,,Don Costa
"106,163","457,016",soul,Don Covay
"666,777","10,400,209",House,Don Diablo
"34,670","166,322",oldies,Don Fardon
"32,263","310,876",classic rock,Don Felder
"1,245","4,112",rockabilly,Don French
625,"1,806",,Don Gardner
"131,082","880,583",Country,Don Gibson
178,"1,051",,Don Goodwin
"1,149,307","10,561,200",classic rock,Don Henley
44,521,,Don Ho
"120,417","548,105",80s,Don Johnson
"1,581,021","16,984,617",folk,Don McLean
"4,427","34,990",Southern Rock,Don Nix
"1,697,224","31,227,453",Reggaeton,Don Omar
"29,687","112,316",Disco,Don Ray
"26,596","251,106",jazz,Don Shirley
"8,781","48,867",Classical,Don Shirley Trio
"2,307,154","221,717,755",Rap,Don Toliver
,,,"Don Toliver, j-hope, Pharrell Williams"
65,282,,Don Was
"217,196","2,786,922",Country,Don Williams
"495,538","4,720,743",jazz,Donald Byrd
"290,798","5,281,395",singer-songwriter,Donald Fagen
"1,412","5,180",doo wop,Donald Jenkins
"548,298","4,821,017",RnB,Donell Jones
"29,263","144,449",female vocalists,Donna Allen
"58,893","318,858",Country,Donna Fargo
"372,291","2,814,150",Pop,Donna Lewis
"7,714","32,437",All,Donna Lynn
45,119,,Donna McDaniel
"145,753","1,633,514",indie,Donna Missal
"1,557,212","22,776,383",Disco,Donna Summer
201,"1,431",american,Donna Summer With Brooklyn Dreams
"23,896","315,599",americana,Donna the Buffalo
63,200,,Donnie
"6,399","22,977",easy listening,Donnie Brooks
"39,241","198,551",soul,Donnie Elbert
"59,547","380,094",rock,Donnie Iris
"1,045","4,902",rhythm and blues,Donnie Owens
"11,787","83,076",easy listening,Donny
"98,234","1,346,099",post-disco,Donny Benét
,,,Donny Edwards
422,"1,471",not streamable,Donny Gerrard
"1,101,369","9,366,446",soul,Donny Hathaway
393,"2,153",jazz,Donny Most
"529,341","3,722,901",Pop,Donny Osmond
3,6,,Donny Osmond of The Osmonds
"1,372,554","20,530,785",folk,Donovan
130,396,,Donovan/Jeff Beck Group
,,,Don't Look Back - Boston Tribute Band
"1,430","3,765",,Don't Stop Believin'
744,"2,535",soul,Dooley Silverspoon
"1,093,473","9,386,010",jazz,Doris Day
"27,124","221,600",soul,Doris Duke
"143,757","626,786",soul,Doris Troy
"312,361","4,625,515",hard rock,Dorothy
"11,361","63,034",rock n roll,Dorothy Collins
"70,134","341,629",soul,Dorothy Moore
"2,379","10,638",70s,Dorothy Morrison
"12,562","79,306",Dorothy Norwood,Dorothy Norwood
"207,193","811,742",Rap,Dorrough
"11,580","51,492",rockabilly,Dorsey Burnette
"35,161","4,193,569",Country,Dottie West
28,199,,Dottie West with Kenny Rogers
"161,603","1,971,507",Pop,Double
,,,Double Duran
"46,377","206,228",Disco,Double Exposure
"1,253","8,264",jazz,Double Image
"31,017","133,826",eurodance,Double Vision
"72,956","825,061",indie,Doublecamp
"7,378","43,255",classic rock,Doucette
1,4,,Doug Brewin
46,85,,Doug Franklin With The Bluenotes
"89,749","783,137",Country,Doug Stone
"1,214,166","27,712,214",Pop,Dove Cameron
"3,531","24,378",,"Dove Cameron, Cameron Boyce, Booboo Stewart"
"1,408","12,003",,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain"
"1,289","8,015",,Dover Quartet
"2,139","15,139",,Down A.K.A. Kilo
,,,Down Rodeo - Rage Against The Machine Tribute
,,,Down the Line: Legends From Locals
"104,309","1,905,257",Canadian,Down With Webster
"567,707","4,279,709",eurodance,Dr. Alban
"73,179","452,356",Disco,Dr. Buzzard's Original Savannah Band
"1,727,067","35,951,284",indie,Dr. Dog
"3,868,681","86,730,258",Hip-Hop,Dr. Dre
211,"1,162",,Dr. Feelgood
"144,364","1,412,070",House,Dr. Fresch
"466,396","4,202,548",classic rock,Dr. Hook
"668,825","7,333,329",blues,Dr. John
296,"2,342",folk,Dr. West's Medicine Show
220,593,,Drafi
"96,178","1,183,165",thrash metal,Dragon
"1,139,250","38,965,062",Power metal,DragonForce
"140,892","4,376,175",hardcore,Drain
"6,520,024","1,071,097,582",Hip-Hop,Drake
"39,805","376,255",Country,Drake White
,,,Drake& Central Cee
"3,516","34,987",,"Drake, Young Thug"
"648,706","5,147,609",tRap,DRAM
"442,062","8,781,570",j-Pop,Dream
"32,476","206,008",House,Dream Chaos
"125,030","1,434,000",rock,Dream Wife
"1,078,765","21,016,292",dream Pop,"Dream, Ivory"
"3,766","15,672",rock n roll,Dreamlovers
"162,385","1,467,362",Absolute Bangers,dreamsoda
,,,Dreamstate San Francisco
"881,653","35,718,592",Rap,Dreamville
"51,541","378,158",Trance,dreamy
1,2,,Dreezy
"135,164","1,278,516",Portugal,Drenchill
"29,867","191,639",Pop,Dresage
"1,218","10,876",speed metal,Dressed To Kill
551,"2,911",folk,Drew
"32,934","296,145",Country,Drew Baldridge
"218,111","1,928,881",folk,Drew Holcomb
95,283,,Dreycee
"126,495","680,213",ambient,Dreyma
"61,047","310,752",Trance,Driftwood
"28,313","135,902",hip hop,Driicky Graham
"4,964","23,257",rock,Drink The Sea
"9,252","92,602",dubstep,Drinkurwater
"366,010","11,253,282",Southern Rock,Drive-By Truckers
"1,412,544","60,506,973",punk,Dropkick Murphys
"90,185","1,173,863",,DRS
"67,425","442,333",Bay Area,Dru Down
"510,789","3,960,677",RnB,Dru Hill
"158,454","6,042,546",hardcore,Drug Church
1,33,,Drumline Live
"40,426","232,448",italian,Drupi
"232,905","5,650,527",post-punk,Dry Cleaning
"347,923","5,534,054",Nu Metal,Dry Kill Logic
"3,131,610","305,322,715",Pop,Dua Lipa
"198,963","2,185,340",experimental,Dua Saleh
965,"3,345",,Duals
,,,Duane Betts
"356,377","2,128,593",rockabilly,Duane Eddy
7,48,,Duane Eddy His Twangy Guitar
132,977,,Duck Butter
"780,211","6,656,093",House,Duck Sauce
"756,246","16,019,032",Hip-Hop,Duckwrth
6,6,,Dueling Pianos
342,"2,396",,Duende Libre
"1,882,771","31,185,216",soul,Duffy
"10,370","31,666",hip hop,Duice
426,"1,619",,Dukays
133,"1,894",blues,Duke
200,490,,Duke Baxter
"1,025,386","14,417,656",House,Duke Dumont
"1,418","13,169",AOR,Duke Jupiter
"25,456","528,924",francophone,Dumas
"663,666","9,538,107",Pop,Duncan Laurence
"345,916","3,499,425",singer-songwriter,Duncan Sheik
155,751,,Dunn
"4,176","16,899",,Duprees
"3,035,216","71,513,199",new wave,Duran Duran
"48,892","547,011",Death Doom Metal,Dusk
"266,272","2,333,993",UK,Duskus
"93,759","869,528",hard rock,dust
"46,678","401,461",Pop,DustBowlChampion
"237,219","4,148,428",Country,Dustin Lynch
"2,004,714","25,632,139",soul,Dusty Springfield
"414,214","10,375,694",Pop,Dutch Melrose
"609,635","6,254,269",House,DVBBS
"4,430","9,543",,DVNY
"4,181","16,703",,Dwayne Gretzky
"428,049","3,189,862",Disney,Dwayne Johnson
"307,385","3,653,272",Neo-Soul,Dwele
"19,633","133,818",power Pop,Dwight Twilley
"51,587","379,386",power Pop,Dwight Twilley Band
"361,081","5,259,975",Country,Dwight Yoakam
"62,237","765,105",Pop,Dxvn.
"260,449","2,584,149",,Dybbukk
"110,568","4,047,233",metalcore,Dying Wish
"6,125","36,863",,Dyke
"168,781","3,943,076",Country,Dylan Gossett
625,"3,807",,Dylan Marlowe
"172,280","2,747,405",Country,Dylan Scott
17,18,,Dylan Tha Only Child
"1,247","6,482",soul,Dynamic Superiors
"57,046","387,804",hardcore,Dynasty
"569,230","5,734,016",Electronic,Dynoro
"1,807","6,287",freestyle,D'zyre
119,473,rock n roll,E.C. Beatty
"31,931","240,477",Pop,E.G. Daily
"25,533","87,878",funk,E.U.
"61,296","1,979,999",Soundtrack,藤澤慶昌
"643,804","7,702,851",Rap,E-40
3,14,,E-40 (Featuring Leviti)
2,5,,E-40 (Featuring Suga T)
11,36,,E5C4P3
,,,E5C4P3 - The Journey Tribute
"1,079,061","8,460,632",rock,Eagle-Eye Cherry
1,1,,Eaglemania
"3,674,857","74,817,447",classic rock,Eagles
"335,225","1,982,523",Pop,Eamon
"36,491","160,116",jazz,Earl Grant
"1,529,994","146,237,820",Hip-Hop,Earl Sweatshirt
"6,272","22,000",60s,Earl-Jean
,,,Earlybirds Club
"11,313","27,796",Pop,Earnest Jackson
"6,853","49,505",psychedelic,Earth Opera
"2,830,535","46,201,538",funk,"Earth, Wind"
416,"1,712",,Eartha Kitt With Henri Rene
123,423,RnB,East Coast Family
36,83,,East L.A. Car Pool
"4,494","31,778",indie,Easterhouse
"357,796","2,919,875",Country,Easton Corbin
692,"4,291",hard rock,Easy Street
"130,546","652,921",tech house,Eats Everything
"1,286,675","15,864,247",Gangsta Rap,Eazy-E
"1,550,848","30,969,035",post-punk,Echo
"1,037,589","11,675,286",indie,Echosmith
"7,094","32,272",soul,"Ecstasy, Passion"
"23,797","116,390",60s,Ed Ames
"4,061,568","246,269,823",acoustic,Ed Sheeran
28,81,,Ed Sheeran With Chris Stapleton
"5,427","20,534",Need to Rate,Ed Townsend
607,"4,503",,Edén Muñoz
,,,EDC Orlando
5,9,,Edd Byrnes
"1,388","2,582",,Edd Stark
"14,807","192,248",Country rock,Eddie
"43,521","215,316",blues,Eddie 9V
"68,038","365,836",funk,Eddie Bo
"606,839","4,934,138",rockabilly,Eddie Cochran
"95,383","419,573",jazz,Eddie Fisher
"387,982","1,910,905",soul,Eddie Floyd
"8,778","31,110",Rock and Roll,Eddie Fontaine
"131,204","739,029",jazz,Eddie Harris
"27,073","115,542",Pop,Eddie Hodges
"71,965","392,649",soul,Eddie Holland
"108,871","495,707",soul,Eddie Holman
"284,825","1,570,194",soul,Eddie Kendricks
"14,811","105,073",reggae,Eddie Lovette
"761,829","6,217,415",classic rock,Eddie Money
,,,Eddie Money (with Valerie Carter)
"366,275","2,057,715",comedy,Eddie Murphy
"215,825","1,603,046",Country,Eddie Rabbitt
136,577,,Eddie Rabbitt With Crystal Gayle
"1,124","5,601",Pop Rock,Eddie Rambeau
"8,780","34,715",Eddie Schwartz,Eddie Schwartz
,,,Eddie Testa Band
"51,200","747,288",guitar,Eddie van der Meer
"1,312,652","42,680,263",singer-songwriter,Eddie Vedder
"272,330","2,291,224",Country,Eddy Arnold
"451,176","2,808,770",reggae,Eddy Grant
"113,849","888,753",merengue,EDDY HERRERA
"11,597","154,243",Pop,Eden's Crush
"39,656","255,197",Country,Edens Edge
"82,301","660,004",double bass,Edgar Meyer
"95,712","540,643",classic rock,Edgar Winter
"29,883","167,008",,Edgar Winter Group
"9,187","50,026",blues rock,Edgar Winter's White Trash
"26,868","321,024",Progressive metal,Edge of Paradise
"167,955","1,418,337",,Edie Brickell
"636,265","4,816,044",classic rock,Edison Lighthouse
"423,699","9,343,106",,Edith Piaf
"5,258","35,002",easy listening,Edmundo Ros
"14,431","79,004",Canadian,Edward Bear
741,"2,043",Rock and Roll,Edward Byrnes
"1,136,816","11,876,642",Electronic,Edward Maya
"534,079","3,848,363",singer-songwriter,Edwin McCain
"175,986","1,159,800",Canadian,Edwin Raphael
"675,836","3,885,373",soul,Edwin Starr
"475,060","3,671,408",rock,Edwyn Collins
"13,449","123,867",jam band,Eggy
"273,775","4,139,688",france,Egzod
"79,494","4,314,373",post-hardcore,Eidola
"1,183,468","10,280,640",dance,Eiffel 65
"6,533","48,922",new wave,Eight Seconds
"57,213","349,064",Pop,Eighth Wonder
"5,396","24,875",oldies,Eileen Rodgers
"86,056","1,317,142",Alt-Country,Eilen Jewell
"52,022","713,597",folk,Einar Selvik
"2,699","9,011",harmonica,Eivets Rednow
"7,427","23,170",singer-songwriter,Eiza Murphy
"92,647","1,755,419",Rap,Ekoh
"22,871","171,620",jam band,Ekoostik Hookah
"614,598","14,770,607",Reggaeton,El Alfa
126,287,,El Alfa x Peso Pluma
"65,508","399,221",funk,El Chicano
"16,508","73,323",Disco,El Coco
961,"3,435",soul,El DeBarge With DeBarge
"41,101","489,578",salsa,El Gran Combo
"511,380","6,657,329",funk,El Michels Affair
"11,376","430,014",Electronic,El Waili
219,"1,248",,Eladio Carrion
"616,601","7,944,115",britPop,Elastica
"28,345","163,412",Ostrock,ELECTRA
,,,Electric Avenue - The 80's MTV Experience
"28,947","360,226",hard rock,Electric Boys
"287,351","17,863,322",metalcore,Electric Callboy
23,50,,Electric Feels
"720,904","11,376,500",indie Pop,Electric Guest
"2,861,334","73,239,995",classic rock,Electric Light Orchestra
"802,839","23,385,550",rock,Electric Six
,,,Electrik Seoul
"314,612","3,700,005",Electronic,Electronic
"225,734","3,268,996",Rock en Espanol,Elefante
"80,311","739,572",Pop,Elena Rose
"268,484","2,245,155",dancehall,Elephant Man
"87,999","1,023,354",folk,Elephant Revival
"163,734","2,033,044",,Elephante
